Current Inventory Data
Product ID,Product Name,Quantity in stock,Cost price,Restock date,Quantity bought for restock,Retail price,Sold since restock,Expiration date
FP987KS,De Zaanse Hoeve Halfvolle melk 1lt,26,0.21,2023-07-09,23,0.99,0,2022-11-02
NF842FV,"Pampers Premium Protection Maat 4, x24 Luiers",13,3.29,2023-07-09,4,9.40,0,-
FP542TG,Uncle Ben's Long Grain Rice 500gr,34,0.39,2023-07-16,12,0.99,12,2024-05-22
FP123LP,JOZO Iodized Salt Fine 1kg,18,0.13,2023-07-09,154,0.98,88,-
NF654KJ,Edet Comfort 3-Laags 12 + 4 Gratis,31,4.32,2023-07-09,74,7.98,119,-
NF986OH,Paracetamol HTP 500mg,32,0.25,2023-07-09,79,1.31,65,2025-11-12
FP845OP,Hagelslag puur 600gr,6,0.79,2023-07-13,50,2.49,0,2023-07-20
FP845OP,Hagelslag puur 600gr,2,0.79,2023-07-13,2,2.49,0,2024-05-28
NF456YG,Marcel's Green Soap Wasmiddel 1Lt,36,5.10,2023-07-14,50,9.99,14,-
FP845OP,Hagelslag puur 600gr,25,0.79,2023-07-14,25,2.49,0,2023-07-13
FP447KT,Vrieslollies 10st,31,0.11,2023-07-18,50,0.99,19,2023-8-12
NF156OP,Duracell Alkaline Plus AA 6ce,32,2.31,2023-07-18,150,10.28,118,-
FP785YT,Zoete Puntpaprika 500g,35,0.21,2023-07-18,35,3.3,0,2023-9-07
FP156ER,Jumbo Mozzarella 220g,25,0.15,2023-07-18,25,3.0,0,2023-12-07
NF156UY,Mr Muscle Keukenreiniger Spray,40,1.65,2024-01-23,20,3.16,0,-
NF354ER,"Napoli Kookpan 20 cm 3, 1L",30,13.59,2023-07-18,50,23.99,20,-
FP879SD,Framboos Fruitspread 290g,75,2.59,2023-07-30,56,1.10,65,2025-03-12
NF751ID,Keukenpapier Extra Sterk 4 Rollen,20,2.99,2023-07-28,50,2.99,30,-
FP752TR,Bakes Boerencake 800g,31,1.9,2024-01-23,0,2.49,9,2023-12-12
FP567FT,Jumbo Kaasstengels 150g,25,0.21,2023-07-30,0,1.19,25,2023-12-30
NF985UI,Lenor In-Wash Geurbooster 154g,30,1.50,2023-07-30,20,4.00,212,-
FP321SD,Goudse Kaas 48+ Geraspt Mild 250g,38,1.54,2023-07-30,20,3.36,103,2023-12-07
FP321SD,Goudse Kaas 48+ Geraspt Mild 250g,50,1.54,2023-07-30,23,3.36,93,2023-11-07
NF813ER,Allesreiniger 750ML,31,1.12,2023-07-31,50,2.39,19,-
FP789UI,Example Food product name,10,1.00,2023-07-31,20,2.00,40,2023-11-11
FP789UI,Example Food product name,20,1.00,2023-07-31,20,2.00,60,2023-12-12
NF562LA,Example Non-food product name,31,1.00,2023-07-31,50,2.00,19,-

Buying Transactions Data
Transaction ID,Product ID,Quantity,Date
46817da9-408e-43d4-9ac3-b92ec8440d70,FP879SD,24,2023-07-30
f71c2a8c-f2f1-4af9-b23b-5a365e02894d,FP567FT,50,2023-07-30
b9d10a07-c7b8-4cf1-81c3-b9438fb07da7,NF985UI,10,2023-07-30
0e1db443-9ec6-4c96-83af-78f530db0564,NF985UI,12,2023-07-30
51010ea9-a366-4254-8e82-7451817f8e4a,NF985UI,20,2023-07-30
52524ab2-243d-4a24-86f7-76cab5bb4f7e,FP321SD,12,2023-07-30
f086f945-f2a3-4b61-83c3-ceb0a5e72f8d,FP321SD,50,2023-07-30
fec7d024-1234-482d-9a25-41745452f49d,FP321SD,22,2023-07-30
ce399deb-c45d-445b-b51e-fd0cdfc961b8,FP321SD,23,2023-07-30
0efbc895-1fa8-4d7d-a199-f4cd6f21e1dd,FP321SD,20,2023-07-30
0b553aef-fab9-48d9-b770-6bf2ddfbb25e,NF813ER,50,2023-07-31
72716cab-4afd-4d25-8525-0857d9e79448,FP789UI,20,2023-07-31
722eacaa-d166-4018-b381-5faf4eb1f66a,NF562LA,50,2023-07-31

Sale Transactions Data
Transaction ID,Product ID,Quantity,Date
025c2a07-3529-44f1-b9f8-cf0677601ef0,FP987KS,3,2023-07-09
d68bb778-723f-4dfc-931d-a7d337e772b7,NF986OH,10,2023-07-11
1b004560-1101-4caf-a449-d12e776fea53,FP845OP,46,2023-07-13
0f5286dd-a730-46ab-9952-3ff6f966122b,FP845OP,48,2023-07-13
f6fc07f4-73dd-4230-8419-5201b2c6c822,NF456YG,2,2023-07-14
abb42491-a524-4486-bc15-d548b78ca3e8,NF456YG,2,2023-07-14
91e32af7-6efc-46c3-99c2-a378537a49fa,NF456YG,1,2023-07-14
13058f12-8b1c-49ac-b953-109cac77dd4e,NF456YG,2,2023-07-14
fdb5bcc7-e503-4cfa-85bc-a45721391583,NF456YG,7,2023-07-14
f3e3ae92-85d7-4cfd-9970-45536b189dcb,FP123LP,5,2023-07-16
2b26b3dc-2ae0-4f92-bbd0-c62a3728347d,FP123LP,2,2023-07-16
e17ec4db-f0fa-417d-8ce7-50d548dbf8c8,FP123LP,1,2023-07-16
bb1af87a-64ee-4004-bab5-19e6806aa16e,FP123LP,20,2023-07-16
20747fbf-c233-4483-b0a0-e46f1308225b,FP542TG,2,2023-07-16
c3ae938a-09be-4efe-af78-203317a28e0b,FP542TG,7,2023-07-16
844b06c6-9633-4a19-9a5b-e2d61148ada1,FP542TG,6,2023-07-16
6895ea81-8b75-4b3a-b1ea-8ae7c22ca6c4,FP542TG,12,2023-07-16
99b18213-ad99-487e-86c7-0e98a2d5f421,FP879SD,50,2023-07-30
3349b567-a2e4-4c7a-865b-672b0cfe1cb8,NF985UI,150,2023-07-30
2a6d8aa9-eee4-420e-abdb-e1887ec8fe1b,FP321SD,23,2023-07-30
b190a36d-dd0e-49b0-a408-9a071c7c226f,FP321SD,20,2023-07-30
88ed91e7-acb2-4a80-973f-3cb13f5ffc10,FP321SD,50,2023-07-30
e8cee8f2-39b3-4072-a17c-699aef2a94c1,FP321SD,50,2023-07-30
08a41e0e-129c-421d-9d83-4ff8744b433f,FP321SD,50,2023-07-30
1a889c27-9977-4820-87b4-b5ad57c85ca5,FP321SD,50,2023-07-30
077d9bfa-a0fc-4e49-ac46-56f55bed21b7,FP321SD,50,2023-07-30
08478a29-abfd-43e4-92fc-e3d4d53ee4c4,FP789UI,40,2023-07-31
19fa83b6-2b91-4e90-be9c-1511d4c958d0,FP789UI,20,2023-07-31
1fe6d935-3a32-4204-a04e-04cd1a6c7b60,FP123LP,80,2023-07-31
b6032246-99e1-43ff-b290-b0e3562c7447,NF654KJ,100,2023-07-31
dc85067b-9266-49c8-8cc2-e43db62e34d3,NF986OH,50,2023-07-31
5e6775e8-3650-4a4d-9aad-8c0349699afe,NF156OP,50,2023-07-31
88ffa270-d2a1-4a7d-a302-3f04f8b2b32f,NF354ER,20,2023-07-31
181b3633-1529-4561-b521-77d8820df386,NF751ID,30,2023-07-31
a9ba1912-4f48-4dac-a387-c72212763ee6,FP567FT,25,2023-07-31
f4041be1-942e-4f1a-8a10-2816b227ce1a,FP321SD,20,2023-07-31
1ba494df-fc1d-4287-a0bb-ce46de322004,NF813ER,19,2023-07-31
38ec12c6-24ba-4dd1-8c8e-9a902ce545ba,FP542TG,10,2023-07-31
587ea7f4-2ef0-4873-9835-2bf02d9725cf,NF654KJ,19,2023-07-31
15cec21b-e0ea-467e-be90-1a8173051359,NF986OH,15,2023-07-31
1d59469c-7f82-4a2f-8ab4-e831d54d8ac7,FP447KT,19,2023-07-31
613b1acd-3ca0-45fb-b45f-edb89026c8ec,NF156OP,68,2023-07-31
7877d853-2c22-4f83-9208-fe11ed1678cd,FP879SD,15,2023-07-31
bb3457e3-0280-4f12-a109-d8240ce68540,FP752TR,9,2023-07-31
2d0fca9f-e1eb-4584-a9ae-85d5d8adda6a,NF985UI,62,2023-07-31
92f057df-7403-4450-95bf-c51259dee624,FP321SD,30,2023-07-31
bec59e7a-b323-4f0b-bf66-cae56895ac96,NF562LA,19,2023-07-31
